,Ngày,Thay đổi (+/-%),Số lệnh mua,Khối lượng đặt mua,KLTB 1 lệnh mua,Số lệnh đặt bán,Khối lượng đặt bán,KLTB 1 lệnh bán,Chênh lệch KL đặt mua - đặt bán
1,09/06/2022,13.3 (6.40 %),3600,14726800,4091,3712,11482500,3093,3244300
2,08/06/2022,12.45 (2.89 %),2545,7378000,2899,2223,8332400,3748,-954400
3,07/06/2022,12.05 (-2.03 %),3013,8081000,2682,1716,8145900,4747,-64900
4,06/06/2022,12.25 (-2.00 %),1775,4497300,2534,1611,5722700,3552,-1225400
5,03/06/2022,12.45 (-0.40 %),2696,7161300,2656,1820,7708500,4235,-547200
6,02/06/2022,12.45 (-0.40 %),1910,6755700,3537,2340,6989600,2987,-233900
7,01/06/2022,12.5 (-0.79 %),2485,5687200,2289,1564,5688100,3637,-900
8,31/05/2022,12.6 (-1.56 %),2881,8138800,2825,1793,7832500,4368,306300
9,30/05/2022,12.75 (0.39 %),2157,6813000,3159,2028,7211600,3556,-398600
10,27/05/2022,12.65 (-1.17 %),2434,7489300,3077,2160,7917500,3666,-428200
11,26/05/2022,12.75 (1.19 %),3102,10198800,3288,3303,11261000,3409,-1062200
12,25/05/2022,12.6 (5.00 %),2754,10394600,3774,3554,10079300,2836,315300
13,24/05/2022,12 (0.84 %),2473,8248200,3335,1949,8361400,4290,-113200
14,23/05/2022,11.9 (-1.65 %),2314,6292600,2719,2015,6813000,3381,-520400
15,20/05/2022,12.1 (2.54 %),2850,9433200,3310,2553,7779300,3047,1653900
16,19/05/2022,11.8 (0.00 %),3861,10667400,2763,2036,7729200,3796,2938200
17,18/05/2022,11.8 (1.72 %),2930,8604400,2937,2314,8283100,3580,321300
18,17/05/2022,11.55 (6.94 %),2581,10232500,3965,1675,5884600,3513,4347900
19,16/05/2022,10.8 (0.00 %),0,0,,0,0,,0
20,13/05/2022,10.75 (-6.93 %),3667,11754600,3206,2298,11392500,4958,362100
1,12/05/2022,11.55 (-6.85 %),2369,5406100,2282,1331,7316600,5497,-1910500
2,11/05/2022,12.4 (1.64 %),2097,6922500,3301,1626,5109500,3142,1813000
3,10/05/2022,12.2 (1.67 %),3305,10111800,3060,1756,6826500,3888,3285300
4,09/05/2022,12 (-6.98 %),3210,6967000,2170,1711,9615800,5620,-2648800
5,06/05/2022,12.85 (-4.10 %),3237,7532300,2327,1122,6597300,5880,935000
6,05/05/2022,13.4 (-2.90 %),2675,5588200,2089,1460,6633600,4544,-1045400
7,04/05/2022,13.8 (-2.13 %),2464,4803800,1950,1591,5837500,3669,-1033700
8,29/04/2022,14.05 (3.31 %),2758,9212000,3340,2586,8506400,3289,705600
9,28/04/2022,13.55 (0.37 %),2722,5689400,2090,2087,7197700,3449,-1508300
10,27/04/2022,13.5 (1.50 %),3438,8451200,2458,1581,6732300,4258,1718900
11,26/04/2022,13.3 (3.10 %),0,0,,0,0,,0
12,25/04/2022,12.85 (-6.88 %),3341,8367000,2504,2032,10511200,5173,-2144200
13,22/04/2022,13.8 (0.73 %),3715,9126100,2457,1964,7600100,3870,1526000
14,21/04/2022,13.7 (-4.20 %),4075,13611100,3340,2540,9962600,3922,3648500
15,20/04/2022,14.3 (-3.05 %),3435,10372700,3020,2307,8499100,3684,1873600
16,18/04/2022,15.85 (-6.21 %),4769,11532900,2418,2524,14279000,5657,-2746100
17,15/04/2022,16.9 (-1.74 %),2492,5300300,2127,1646,5619900,3414,-319600
18,14/04/2022,17.2 (-0.58 %),2188,4518800,2065,1850,5613200,3034,-1094400
19,13/04/2022,17.3 (3.59 %),3545,8627500,2434,1970,5526500,2805,3101000
20,12/04/2022,0 (0.00 %),3885,8379000,2157,1934,8976800,4642,-597800
1,08/04/2022,17.5 (0.00 %),4361,8750200,2006,2053,8727500,4251,22700
2,07/04/2022,17.5 (-4.89 %),6447,13859100,2150,3187,17196400,5396,-3337300
3,06/04/2022,18.35 (-1.87 %),4221,11940100,2829,3186,12803400,4019,-863300
4,05/04/2022,18.7 (-0.53 %),3188,9056700,2841,2921,13805800,4726,-4749100
5,04/04/2022,18.75 (-1.83 %),4004,10850000,2710,4110,16073300,3911,-5223300
6,01/04/2022,19.1 (2.14 %),3057,9149600,2993,3890,13185200,3390,-4035600
7,31/03/2022,18.7 (0.54 %),3327,9179200,2759,3821,14308200,3745,-5129000
8,30/03/2022,18.6 (-4.12 %),7088,15456000,2181,5469,19978800,3653,-4522800
9,29/03/2022,19.4 (2.11 %),5633,19500500,3462,8251,21795300,2642,-2294800
10,28/03/2022,19 (-0.52 %),5524,16482700,2984,6087,17359000,2852,-876300
11,25/03/2022,19.1 (-1.55 %),7391,19612200,2654,9586,24652000,2572,-5039800
12,24/03/2022,19.35 (6.91 %),11598,44983300,3879,10511,26309700,2503,18673600
13,23/03/2022,18.1 (1.69 %),5257,22359100,4253,6500,17417300,2680,4941800
14,22/03/2022,17.8 (0.00 %),3748,12802300,3416,3420,10060200,2942,2742100
15,21/03/2022,17.8 (1.14 %),3423,13099800,3827,3068,9286700,3027,3813100
16,18/03/2022,17.6 (-0.56 %),2546,6699600,2631,2770,8521400,3076,-1821800
17,17/03/2022,17.65 (-0.28 %),2285,6411200,2806,2990,8615700,2882,-2204500
18,16/03/2022,17.7 (1.72 %),2813,6870000,2442,3113,8245700,2649,-1375700
19,15/03/2022,17.35 (0.87 %),2635,5995100,2275,1711,5299900,3098,695200
20,14/03/2022,17.2 (-3.37 %),0,0,,0,0,,0
1,11/03/2022,17.8 (0.56 %),3804,12698700,3338,3474,10596400,3050,2102300
2,10/03/2022,17.7 (0.57 %),2821,7393100,2621,2348,7894300,3362,-501200
3,09/03/2022,17.55 (-0.85 %),5448,13005100,2387,2475,10090600,4077,2914500
4,08/03/2022,17.7 (-2.21 %),5127,11113900,2168,3924,12064200,3074,-950300
5,07/03/2022,18.05 (-1.90 %),6812,18154800,2665,3474,13778900,3966,4375900
6,04/03/2022,18.4 (-0.54 %),3989,11305900,2834,4791,12151400,2536,-845500
7,03/03/2022,18.5 (4.52 %),5242,19271800,3676,7079,20543100,2902,-1271300
8,02/03/2022,17.65 (-1.94 %),3726,7802700,2094,2539,11562000,4554,-3759300
9,01/03/2022,18 (1.69 %),3178,9552600,3006,3489,12239300,3508,-2686700
10,28/02/2022,17.65 (-0.84 %),3284,6549500,1994,2039,8366700,4103,-1817200
11,25/02/2022,17.8 (1.14 %),3511,6932600,1975,2369,8497800,3587,-1565200
12,24/02/2022,17.55 (-3.57 %),6046,12872000,2129,3393,15280700,4504,-2408700
13,23/02/2022,18.15 (0.28 %),2363,6300200,2666,2394,8126500,3395,-1826300
14,22/02/2022,18.05 (-3.48 %),5058,10555800,2087,2856,12582800,4406,-2027000
15,21/02/2022,18.65 (3.04 %),4601,12589600,2736,4210,12119300,2879,470300
16,18/02/2022,18.1 (0.00 %),3501,7590400,2168,2969,8733800,2942,-1143400
17,17/02/2022,18.05 (0.28 %),3309,9388600,2837,3312,10288700,3106,-900100
18,16/02/2022,18 (3.45 %),3078,9135800,2968,3267,9102800,2786,33000
19,15/02/2022,17.4 (0.00 %),2664,5942400,2231,1662,6481900,3900,-539500
20,14/02/2022,17.35 (-3.07 %),3814,8757200,2296,1939,9687900,4996,-930700
1,11/02/2022,17.9 (0.56 %),2855,9387600,3288,2588,8132500,3142,1255100
2,10/02/2022,17.8 (0.00 %),3934,8934300,2271,3203,10656900,3327,-1722600
3,09/02/2022,17.75 (2.01 %),3070,7932700,2584,2414,7671100,3178,261600
4,08/02/2022,17.4 (0.00 %),2775,5944800,2142,2137,7600100,3556,-1655300
5,07/02/2022,17.35 (5.15 %),3285,7586000,2309,1592,5820300,3656,1765700
6,28/01/2022,16.5 (-0.60 %),2342,5152500,2200,1409,5636600,4000,-484100
7,27/01/2022,16.6 (0.00 %),2084,5841400,2803,1354,4944400,3652,897000
8,26/01/2022,16.55 (-2.65 %),2325,4860300,2090,1643,8363400,5090,-3503100
9,25/01/2022,17 (2.41 %),0,0,,0,0,,0
10,24/01/2022,16.55 (-7.02 %),4300,10839300,2521,2163,13754900,6359,-2915600
11,21/01/2022,17.75 (-1.93 %),3247,8257600,2543,2035,8588300,4220,-330700
12,20/01/2022,18.05 (2.56 %),3002,12428300,4140,2307,8798300,3814,3630000
13,19/01/2022,17.4 (-1.14 %),2808,5946600,2118,1911,8366700,4378,-2420100
14,18/01/2022,17.6 (2.92 %),4161,14265200,3428,3370,9736900,2889,4528300
15,17/01/2022,17.1 (-6.81 %),4996,16119900,3227,3484,17256500,4953,-1136600
16,14/01/2022,18.35 (0.27 %),5849,15878700,2715,2961,11464500,3872,4414200
17,13/01/2022,18.25 (-6.89 %),4307,13368600,3104,2920,13145700,4502,222900
18,12/01/2022,19.6 (-2.00 %),7913,21945400,2773,4944,20860800,4219,1084600
19,11/01/2022,20 (-6.10 %),9946,21203200,2132,4236,22530800,5319,-1327600
20,10/01/2022,21.25 (-6.80 %),7516,17337100,2307,5359,20230900,3775,-2893800
1,07/01/2022,22.8 (1.79 %),5776,11954900,2070,5042,14699800,2915,-2744900
2,06/01/2022,22.4 (6.67 %),6213,21808400,3510,5367,16537500,3081,5270900
3,05/01/2022,20.95 (1.21 %),4319,13591400,3147,4754,13647200,2871,-55800
4,04/01/2022,20.7 (2.48 %),5042,15765400,3127,3819,11993200,3140,3772200
5,31/12/2021,20.2 (-3.81 %),6806,15175400,2230,4946,19186300,3879,-4010900
6,30/12/2021,21 (-2.78 %),3298,8754600,2655,3081,10244100,3325,-1489500
7,29/12/2021,21.55 (1.17 %),4948,13656800,2760,3931,15393200,3916,-1736400
8,28/12/2021,21.3 (-2.74 %),6573,18171100,2765,5096,19379000,3803,-1207900
9,27/12/2021,21.9 (2.34 %),4233,16042600,3790,5369,16018300,2983,24300
10,24/12/2021,21.35 (-0.23 %),8186,19682800,2404,5938,19940800,3358,-258000
11,23/12/2021,21.4 (7.00 %),8238,26816700,3255,8408,32885800,3911,-6069100
12,22/12/2021,20 (3.09 %),7805,18535500,2375,7082,19673500,2778,-1138000
13,21/12/2021,19.35 (6.91 %),7583,30353400,4003,5845,19855100,3397,10498300
14,20/12/2021,18.1 (-2.69 %),4670,11529000,2469,3793,14235100,3753,-2706100
15,17/12/2021,18.6 (-0.53 %),4211,11142000,2646,6434,19046800,2960,-7904800
16,16/12/2021,18.7 (1.08 %),4353,18343800,4214,7497,20160400,2689,-1816600
17,15/12/2021,18.5 (0.82 %),5175,21179900,4093,11138,27470800,2466,-6290900
18,14/12/2021,18.35 (3.97 %),4815,18011600,3741,7404,19366100,2616,-1354500
19,13/12/2021,17.65 (3.82 %),4453,16326200,3666,6080,16192600,2663,133600
20,10/12/2021,17 (1.19 %),2503,8317900,3323,2955,9055800,3065,-737900
1,09/12/2021,16.8 (1.20 %),2027,6337400,3126,2113,5570200,2636,767200
2,08/12/2021,16.6 (0.30 %),2342,8603300,3673,2717,7686300,2829,917000
3,07/12/2021,16.55 (1.85 %),2573,9742400,3786,1959,6206700,3168,3535700
4,06/12/2021,16.25 (-3.85 %),3809,10884400,2858,2442,11963700,4899,-1079300
5,03/12/2021,16.9 (-3.70 %),3253,8663200,2663,3016,11390300,3777,-2727100
6,02/12/2021,17.55 (0.86 %),4153,11759600,2832,5452,14936100,2740,-3176500
7,01/12/2021,17.4 (3.26 %),2813,15417400,5481,4139,10299700,2488,5117700
8,30/11/2021,16.85 (0.30 %),3656,12556800,3435,3449,11427900,3313,1128900
9,29/11/2021,16.8 (-0.59 %),4914,11761900,2394,2457,8474200,3449,3287700
10,26/11/2021,16.9 (-1.17 %),3955,10514600,2659,3010,9723200,3230,791400
11,25/11/2021,17.1 (0.59 %),3625,10226500,2821,2996,9790700,3268,435800
12,24/11/2021,17 (-0.58 %),5169,12056100,2332,2952,11015400,3732,1040700
13,23/11/2021,17.1 (3.01 %),4161,9433000,2267,2319,6970100,3006,2462900
14,22/11/2021,16.6 (-5.14 %),5472,14020500,2562,4096,16032300,3914,-2011800
15,19/11/2021,17.5 (-5.91 %),6480,18170000,2804,6142,24368600,3968,-6198600
16,18/11/2021,18.6 (3.91 %),6032,16497700,2735,5940,17946000,3021,-1448300
17,17/11/2021,17.9 (0.56 %),3887,11674200,3003,3636,11305400,3109,368800
18,16/11/2021,17.8 (-3.26 %),6961,15316500,2200,3662,16109200,4399,-792700
19,15/11/2021,18.4 (0.55 %),5904,17852100,3024,6012,19349000,3218,-1496900
20,12/11/2021,18.3 (1.67 %),5557,15698400,2825,6354,17841000,2808,-2142600
1,11/11/2021,18 (-0.83 %),5814,15768300,2712,5889,18283300,3105,-2515000
2,10/11/2021,18.15 (6.14 %),0,0,,0,0,,0
3,09/11/2021,17.1 (-0.87 %),3862,12720600,3294,5559,18031400,3244,-5310800
4,08/11/2021,17.25 (1.47 %),4393,11990100,2729,5398,17279100,3201,-5289000
5,05/11/2021,17 (2.41 %),3885,10955600,2820,4054,12225000,3016,-1269400
6,04/11/2021,16.6 (-0.60 %),4766,10814100,2269,2854,10085500,3534,728600
7,03/11/2021,16.7 (-4.57 %),6781,17759700,2619,6001,23665000,3944,-5905300
8,02/11/2021,17.5 (-0.28 %),3888,11417200,2937,5487,17746900,3234,-6329700
9,01/11/2021,17.55 (2.03 %),7163,22678500,3166,6920,24268000,3507,-1589500
10,29/10/2021,17.2 (1.78 %),4689,14005400,2987,7512,19547000,2602,-5541600
11,28/10/2021,16.9 (-1.17 %),5055,11878500,2350,6029,17163000,2847,-5284500
12,27/10/2021,17.1 (5.56 %),9810,37737300,3847,12795,33138600,2590,4598700
13,26/10/2021,16.2 (0.31 %),3208,11827100,3687,2519,7918600,3144,3908500
14,25/10/2021,16.15 (0.00 %),2881,9954200,3455,4617,13345700,2891,-3391500
15,22/10/2021,16.15 (1.57 %),2810,8845300,3148,3564,9649600,2708,-804300
16,21/10/2021,15.9 (-0.62 %),3538,10058300,2843,2250,8791300,3907,1267000
17,20/10/2021,16 (-0.62 %),3755,9029100,2405,3062,10508300,3432,-1479200
18,19/10/2021,16.1 (-0.31 %),3318,10276300,3097,3148,9144200,2905,1132100
19,18/10/2021,16.15 (-1.22 %),2926,7815600,2671,3407,10244400,3007,-2428800
20,15/10/2021,16.35 (-1.21 %),3565,19742500,5538,5231,14321400,2738,5421100
1,14/10/2021,16.55 (1.85 %),6241,24817800,3977,9490,22241300,2344,2576500
2,13/10/2021,16.25 (0.00 %),2821,8197000,2906,4656,10497000,2255,-2300000
3,12/10/2021,16.25 (0.31 %),3545,11242200,3171,5391,11319200,2100,-77000
4,11/10/2021,16.2 (0.00 %),2726,9234400,3388,2909,8328600,2863,905800
5,08/10/2021,16.2 (-2.11 %),2617,5063600,1935,3649,8798200,2411,-3734600
6,07/10/2021,16.55 (2.80 %),5711,15895000,2783,6513,17233100,2646,-1338100
7,06/10/2021,16.1 (0.63 %),2110,7231400,3427,3596,10236100,2847,-3004700
8,05/10/2021,16 (1.91 %),2915,8628300,2960,4008,11464200,2860,-2835900
9,04/10/2021,15.7 (0.96 %),2556,6210700,2430,2465,6447000,2615,-236300
10,01/10/2021,15.55 (-0.96 %),3296,7925600,2405,2377,8966200,3772,-1040600
11,30/09/2021,15.7 (0.00 %),2446,7129600,2915,1838,6486000,3529,643600
12,29/09/2021,15.7 (-0.32 %),4029,11339000,2814,1803,5820600,3228,5518400
13,28/09/2021,15.75 (1.29 %),5648,12980600,2298,3321,12104700,3645,875900
14,27/09/2021,15.55 (-4.60 %),5549,12525200,2257,3195,17381700,5440,-4856500
15,24/09/2021,16.3 (-1.81 %),3013,8151800,2706,3229,9047100,2802,-895300
16,23/09/2021,16.6 (0.61 %),6433,15987100,2485,8459,21696200,2565,-5709100
17,22/09/2021,16.5 (2.80 %),4198,14582500,3474,4757,13152200,2765,1430300
18,21/09/2021,16.05 (-0.93 %),4874,14328500,2940,2654,10331200,3893,3997300
19,20/09/2021,16.2 (-2.11 %),3901,8177900,2096,3950,10612200,2687,-2434300
20,17/09/2021,16.55 (3.44 %),8425,22590000,2681,7977,22015900,2760,574100
1,16/09/2021,16 (-0.62 %),2666,10113800,3794,2856,8472800,2967,1641000
2,15/09/2021,16.1 (1.90 %),3759,9891700,2631,3068,8022500,2615,1869200
3,14/09/2021,15.8 (-1.56 %),3106,6796200,2188,3282,9250800,2819,-2454600
4,13/09/2021,16.05 (-1.53 %),3163,7354100,2325,3417,11000900,3219,-3646800
5,10/09/2021,16.3 (0.93 %),4295,11645800,2711,3892,12545800,3223,-900000
6,09/09/2021,16.15 (1.57 %),3104,8757700,2821,2957,7568200,2559,1189500
7,08/09/2021,15.9 (-0.62 %),5296,12823400,2421,2762,9946700,3601,2876700
8,07/09/2021,16 (-3.90 %),6846,14034600,2050,3943,16165100,4100,-2130500
9,06/09/2021,16.65 (2.78 %),6798,17846900,2625,3998,17072100,4270,774800
10,01/09/2021,16.2 (-8.73 %),8215,21045900,2562,4177,19292100,4619,1753800
11,31/08/2021,17.75 (0.28 %),6726,20342500,3024,9258,27816900,3005,-7474400
12,30/08/2021,17.7 (-0.84 %),4085,13687000,3351,6709,20572000,3066,-6885000
13,27/08/2021,17.85 (4.08 %),6132,19861200,3239,5640,17505300,3104,2355900
14,26/08/2021,17.15 (0.29 %),2741,9212800,3361,2818,8902200,3159,310600
15,25/08/2021,17.1 (1.79 %),3471,9999800,2881,2326,7379500,3173,2620300
16,24/08/2021,16.8 (0.00 %),4538,11864400,2614,3718,9807400,2638,2057000
17,23/08/2021,16.8 (-3.45 %),5588,15643500,2799,3897,14118000,3623,1525500
18,20/08/2021,17.4 (-4.66 %),8801,21548400,2448,5696,30062400,5278,-8514000
19,19/08/2021,18.25 (3.40 %),7697,18855500,2450,5391,18647200,3459,208300
20,18/08/2021,17.65 (-0.28 %),3597,8932700,2483,2974,9572600,3219,-639900
1,17/08/2021,17.7 (-1.67 %),4505,12298500,2730,3534,12982100,3673,-683600
2,16/08/2021,18 (3.75 %),7154,25170400,3518,5932,19959700,3365,5210700
3,13/08/2021,17.35 (0.58 %),3997,12438500,3112,3712,11446700,3084,991800
4,12/08/2021,17.25 (1.47 %),5082,14536500,2860,4582,14149600,3088,386900
5,11/08/2021,17 (-2.02 %),5417,14411300,2660,5845,18584100,3179,-4172800
6,10/08/2021,17.3 (0.29 %),3603,11072100,3073,4852,14049000,2896,-2976900
7,09/08/2021,17.25 (1.17 %),3787,11672000,3082,4618,14901600,3227,-3229600
8,06/08/2021,17.05 (3.65 %),7602,28261300,3718,7180,22748000,3168,5513300
9,05/08/2021,16.45 (1.54 %),4182,10948700,2618,3373,10550200,3128,398500
10,04/08/2021,16.2 (-0.31 %),3886,10530500,2710,2802,11260300,4019,-729800
11,03/08/2021,16.25 (0.00 %),3728,11010100,2953,2452,11439200,4665,-429100
12,02/08/2021,16.25 (0.62 %),4666,14380100,3082,3493,14057600,4025,322500
13,30/07/2021,16.15 (0.00 %),2929,8654400,2955,2471,8184200,3312,470200
14,29/07/2021,16.15 (-0.92 %),2659,8612400,3239,2401,9251000,3853,-638600
15,28/07/2021,16.3 (1.88 %),3665,19170400,5231,3239,12203400,3768,6967000
16,27/07/2021,16 (3.56 %),5022,25252000,5028,3895,16830100,4321,8421900
17,26/07/2021,15.45 (-0.64 %),2411,7038200,2919,1534,4752400,3098,2285800
18,23/07/2021,15.55 (-2.51 %),2760,11485000,4161,2485,11773100,4738,-288100
19,22/07/2021,15.95 (3.24 %),2739,18902700,6901,2597,10229400,3939,8673300
20,21/07/2021,15.45 (0.00 %),2392,15949400,6668,2453,9016000,3675,6933400
1,20/07/2021,15.45 (4.39 %),2671,14562100,5452,2200,7223800,3284,7338300
2,19/07/2021,14.8 (-6.03 %),3796,12697200,3345,2440,9706300,3978,2990900
3,16/07/2021,15.75 (-1.25 %),3006,9458000,3146,1849,7906100,4276,1551900
4,15/07/2021,15.95 (2.57 %),3341,20655500,6182,2763,8767400,3173,11888100
5,14/07/2021,15.55 (-2.20 %),2957,7919800,2678,1692,6749200,3989,1170600
6,13/07/2021,15.9 (3.25 %),3301,13340100,4041,2586,6878700,2660,6461400
7,12/07/2021,15.4 (-4.35 %),4691,16930800,3609,3587,17046900,4752,-116100
8,09/07/2021,16.1 (-3.59 %),5525,13556400,2454,3164,11890000,3758,1666400
9,08/07/2021,16.7 (-3.47 %),0,0,,0,0,,0
10,07/07/2021,17.3 (0.00 %),6751,18943900,2806,3640,15800200,4341,3143700
11,06/07/2021,17.3 (-6.74 %),0,0,,0,0,,0
12,02/07/2021,18.65 (-4.11 %),0,0,,0,0,,0
13,01/07/2021,19.45 (-0.26 %),6632,27757400,4185,2841,16228100,5712,11529300
14,30/06/2021,19.5 (-4.88 %),7888,37982700,4815,2867,20756300,7240,17226400
15,29/06/2021,20.5 (3.80 %),6244,49122300,7867,5614,34705000,6182,14417300
16,28/06/2021,19.75 (6.76 %),0,0,,0,0,,0
17,25/06/2021,18.5 (-2.89 %),5249,26161500,4984,3333,27844500,8354,-1683000
18,24/06/2021,19.05 (0.26 %),3537,30635000,8661,3626,25189700,6947,5445300
19,23/06/2021,19 (-2.56 %),3964,29597100,7466,4657,29624800,6361,-27700
20,22/06/2021,0 (0.00 %),4931,47723200,9678,5104,32987800,6463,14735400
1,21/06/2021,19.9 (2.31 %),5461,49137800,8998,5140,27697700,5389,21440100
2,18/06/2021,19.45 (1.57 %),6618,58423800,8828,7352,33001300,4489,25422500
3,17/06/2021,19.15 (6.98 %),6004,60409200,10061,4833,28050900,5804,32358300
4,16/06/2021,17.9 (3.77 %),5060,33702100,6660,5326,23667100,4444,10035000
5,15/06/2021,17.25 (6.81 %),7652,42479600,5551,5180,23556200,4548,18923400
6,14/06/2021,16.15 (0.31 %),1976,6725300,3403,2467,8960300,3632,-2235000
7,11/06/2021,16.1 (2.55 %),2233,7864100,3522,3204,8175000,2551,-310900
8,10/06/2021,15.7 (1.29 %),1750,6089700,3480,1290,6167200,4781,-77500
9,09/06/2021,15.5 (0.32 %),2383,7914900,3321,1319,6062300,4596,1852600
10,08/06/2021,15.45 (-3.44 %),2144,6713200,3131,1882,9019800,4793,-2306600
11,07/06/2021,16 (-1.84 %),1224,3664500,2994,1727,5602600,3244,-1938100
12,04/06/2021,16.3 (0.31 %),2338,8139300,3481,2571,10638600,4138,-2499300
13,03/06/2021,16.25 (6.91 %),0,0,,0,0,,0
14,02/06/2021,15.2 (0.33 %),1775,5134000,2892,1087,4475200,4117,658800
15,01/06/2021,15.15 (-0.66 %),1007,3853500,3827,1500,5296000,3531,-1442500
16,31/05/2021,15.25 (-0.65 %),1354,3916000,2892,1439,5332800,3706,-1416800
17,28/05/2021,15.35 (1.32 %),2066,7485200,3623,1589,7307600,4599,177600
18,27/05/2021,15.15 (-2.26 %),1662,6165200,3710,1546,7538700,4876,-1373500
19,26/05/2021,15.5 (-1.59 %),1860,6116000,3288,1727,7714900,4467,-1598900
20,25/05/2021,15.75 (0.96 %),1648,5550500,3368,2356,8131600,3451,-2581100
1,24/05/2021,15.6 (1.96 %),2456,11325800,4611,2433,11341100,4661,-15300
2,21/05/2021,15.3 (3.03 %),2342,8775200,3747,1702,7500600,4407,1274600
3,20/05/2021,14.85 (-1.66 %),2098,4602500,2194,1973,5868800,2975,-1266300
4,19/05/2021,15.1 (-0.33 %),2080,5538200,2663,1890,6690000,3540,-1151800
5,18/05/2021,15.15 (-0.98 %),1971,4912100,2492,1366,5894500,4315,-982400
6,17/05/2021,15.3 (-1.61 %),1787,4900000,2742,1446,6645000,4595,-1745000
7,14/05/2021,15.55 (0.32 %),2450,7159700,2922,1749,7943700,4542,-784000
8,13/05/2021,15.5 (-1.90 %),2230,5879800,2637,1524,8601900,5644,-2722100
9,12/05/2021,15.8 (0.64 %),2116,7440600,3516,1329,7788000,5860,-347400
10,11/05/2021,15.7 (0.00 %),2016,6152300,3052,1331,6389100,4800,-236800
11,10/05/2021,15.7 (2.28 %),2738,11742400,4289,1639,9489600,5790,2252800
12,07/05/2021,15.35 (-3.15 %),3182,8088000,2542,1416,12450400,8793,-4362400
13,06/05/2021,15.85 (-2.76 %),2757,6424100,2330,1230,9081800,7384,-2657700
14,05/05/2021,16.3 (1.88 %),2978,11333200,3806,1637,11300800,6903,32400
15,04/05/2021,16 (-2.74 %),2293,7684000,3351,1183,6086500,5145,1597500
16,29/04/2021,16.45 (-1.50 %),1366,4761600,3486,1366,8270100,6054,-3508500
17,28/04/2021,16.7 (0.00 %),1880,18503100,9842,2335,13484700,5775,5018400
18,27/04/2021,16.7 (4.38 %),2512,24826100,9883,2133,13958300,6544,10867800
19,23/04/2021,16.75 (2.76 %),3275,12681600,3872,1687,11454200,6790,1227400
20,22/04/2021,0 (0.00 %),1995,6851400,3434,1660,10552200,6357,-3700800
1,20/04/2021,17.5 (-1.41 %),2244,8359700,3725,2357,12551200,5325,-4191500
2,19/04/2021,17.75 (-0.56 %),2328,12693200,5452,2492,13599600,5457,-906400
3,16/04/2021,17.85 (-0.28 %),2246,9555900,4255,2372,10827400,4565,-1271500
4,15/04/2021,17.9 (0.28 %),2962,13492400,4555,3399,13794200,4058,-301800
5,14/04/2021,17.85 (5.00 %),4283,21963000,5128,3631,14803300,4077,7159700
6,13/04/2021,17 (-2.86 %),2668,9070400,3400,2422,12344400,5097,-3274000
7,12/04/2021,17.5 (0.00 %),2150,6849400,3186,2499,9113300,3647,-2263900
8,09/04/2021,17.5 (4.17 %),3778,21741000,5755,3396,12991500,3826,8749500
9,08/04/2021,16.8 (1.82 %),2505,10735500,4286,2345,10286100,4386,449400
10,07/04/2021,16.5 (0.61 %),1631,5219500,3200,1146,5355100,4673,-135600
11,06/04/2021,16.4 (-0.91 %),1421,4898200,3447,1314,6339200,4824,-1441000
12,05/04/2021,16.55 (-0.60 %),1176,5066900,4309,1746,7673200,4395,-2606300
13,02/04/2021,16.65 (0.00 %),1359,6060200,4459,1827,9005600,4929,-2945400
14,01/04/2021,16.65 (0.30 %),1102,5451900,4947,1502,6612200,4402,-1160300
15,31/03/2021,16.6 (0.91 %),1400,6938500,4956,1758,6950200,3953,-11700
16,30/03/2021,16.45 (1.23 %),1586,6842700,4314,2098,7915600,3773,-1072900
17,29/03/2021,16.25 (1.88 %),1802,9007600,4999,1521,7472300,4913,1535300
18,26/03/2021,15.95 (0.31 %),1709,8611400,5039,1307,7468600,5714,1142800
19,25/03/2021,15.9 (1.27 %),1645,7363500,4476,1171,5673800,4845,1689700
20,24/03/2021,15.7 (-3.98 %),2284,5819600,2548,1378,8874800,6440,-3055200
1,23/03/2021,16.35 (-2.10 %),1918,5384000,2807,1393,7460600,5356,-2076600
2,22/03/2021,16.7 (0.00 %),1586,4952700,3123,1242,6162600,4962,-1209900
3,19/03/2021,16.7 (0.00 %),1397,5165800,3698,1401,6246400,4459,-1080600
4,18/03/2021,16.7 (0.60 %),1704,8036900,4716,2012,9560500,4752,-1523600
5,17/03/2021,16.6 (-2.35 %),1959,6844900,3494,1767,7683400,4348,-838500
6,16/03/2021,17 (1.49 %),2351,10806800,4597,2799,9199900,3287,1606900
7,15/03/2021,16.75 (3.72 %),2937,1647640,561,3746,1233320,329,414320
8,12/03/2021,16.15 (-0.31 %),1632,5706600,3497,2146,6223700,2900,-517100
9,11/03/2021,16.2 (3.18 %),2554,9471100,3708,3506,13318800,3799,-3847700
10,10/03/2021,15.7 (6.80 %),4358,29687400,6812,3326,12966000,3898,16721400
11,09/03/2021,14.7 (0.00 %),0,0,,0,0,,0
12,08/03/2021,14.7 (0.68 %),1027,440510,429,1698,624910,368,-184400
13,05/03/2021,14.6 (2.10 %),1880,7370800,3921,1268,6078900,4794,1291900
14,04/03/2021,14.3 (-3.38 %),1469,4450500,3030,1403,6739700,4804,-2289200
15,03/03/2021,14.8 (0.00 %),1456,4465600,3067,1361,6486600,4766,-2021000
